Level,Div Num,Div Name,Subject,Subgroup,Number Tested,Number of Students,2023-2024 Participation Rate
Div,83,Russell County ,Reading,Multiple Races,0,0,0
Div,83,Russell County ,Science,Multiple Races,0,0,0
Div,83,Russell County ,Mathematics,Students with Disabilities,225,227,99.1
Div,83,Russell County ,Reading,Students with Disabilities,227,228,99.6
Div,83,Russell County ,Science,Students with Disabilities,85,87,97.7
Div,83,Russell County ,Mathematics,White,1559,1580,98.7
Div,83,Russell County ,Reading,White,1563,1570,99.6
Div,83,Russell County ,Science,White,695,711,97.7
Div,139,Salem City ,Mathematics,All Students,2310,2312,99.9
Div,139,Salem City ,Reading,All Students,2287,2292,99.8
Div,139,Salem City ,Science,All Students,944,949,99.5
Div,139,Salem City ,Mathematics,Asian,70,70,100
Div,139,Salem City ,Reading,Asian,66,66,100
Div,139,Salem City ,Science,Asian,19,19,100
Div,139,Salem City ,Mathematics,Black,370,370,100
Div,139,Salem City ,Reading,Black,366,368,99.5
Div,139,Salem City ,Science,Black,137,140,97.9
Div,139,Salem City ,Mathematics,Economically Disadvantaged,1101,1103,99.8
Div,139,Salem City ,Reading,Economically Disadvantaged,1086,1090,99.6
Div,139,Salem City ,Science,Economically Disadvantaged,409,413,99
Div,139,Salem City ,Mathematics,English Learners,152,152,100
Div,139,Salem City ,Reading,English Learners,135,136,99.3
Div,139,Salem City ,Science,English Learners,54,54,100
Div,139,Salem City ,Mathematics,Female,1094,1095,99.9
Div,139,Salem City ,Reading,Female,1083,1085,99.8
Div,139,Salem City ,Science,Female,304,306,99.3
Div,139,Salem City ,Mathematics,Hispanic,242,242,100
Div,139,Salem City ,Reading,Hispanic,237,238,99.6
Div,139,Salem City ,Science,Hispanic,92,92,100
Div,139,Salem City ,Mathematics,Male,1216,1217,99.9
Div,139,Salem City ,Reading,Male,1204,1207,99.8
Div,139,Salem City ,Science,Male,358,358,100
Div,139,Salem City ,Mathematics,Multiple Races,146,147,99.3
Div,139,Salem City ,Reading,Multiple Races,145,147,98.6
Div,139,Salem City ,Science,Multiple Races,50,52,96.2
Div,139,Salem City ,Mathematics,Students with Disabilities,368,369,99.7
Div,139,Salem City ,Reading,Students with Disabilities,369,369,100
Div,139,Salem City ,Science,Students with Disabilities,134,134,100
Div,139,Salem City ,Mathematics,White,1481,1482,99.9
Div,139,Salem City ,Reading,White,1471,1471,100
Div,139,Salem City ,Science,White,646,646,100
Div,84,Scott County ,Mathematics,All Students,2117,2129,99.4
Div,84,Scott County ,Reading,All Students,2125,2134,99.6
Div,84,Scott County ,Science,All Students,917,930,98.6
Div,84,Scott County ,Mathematics,Asian,14,14,100
Div,84,Scott County ,Reading,Asian,13,13,100
Div,84,Scott County ,Science,Asian,0,0,0
Div,84,Scott County ,Mathematics,Black,117,117,100
Div,84,Scott County ,Reading,Black,115,115,100
Div,84,Scott County ,Science,Black,46,46,100
Div,84,Scott County ,Mathematics,Economically Disadvantaged,1227,1234,99.4
Div,84,Scott County ,Reading,Economically Disadvantaged,1234,1242,99.4
Div,84,Scott County ,Science,Economically Disadvantaged,517,527,98.1
Div,84,Scott County ,Mathematics,English Learners,11,11,100
Div,84,Scott County ,Reading,English Learners,11,11,100
Div,84,Scott County ,Science,English Learners,0,0,0
Div,84,Scott County ,Mathematics,Female,1030,1034,99.6
Div,84,Scott County ,Reading,Female,1037,1039,99.8
Div,84,Scott County ,Science,Female,351,352,99.7
Div,84,Scott County ,Mathematics,Hispanic,119,120,99.2
Div,84,Scott County ,Reading,Hispanic,116,117,99.1
Div,84,Scott County ,Science,Hispanic,44,45,97.8
Div,84,Scott County ,Mathematics,Male,1087,1095,99.3
Div,84,Scott County ,Reading,Male,1088,1095,99.4
Div,84,Scott County ,Science,Male,338,338,100
Div,84,Scott County ,Mathematics,Multiple Races,77,77,100
Div,84,Scott County ,Reading,Multiple Races,79,79,100
Div,84,Scott County ,Science,Multiple Races,33,33,100
Div,84,Scott County ,Mathematics,Students with Disabilities,430,436,98.6
Div,84,Scott County ,Reading,Students with Disabilities,430,437,98.4
Div,84,Scott County ,Science,Students with Disabilities,159,168,94.6
Div,84,Scott County ,Mathematics,White,1786,1797,99.4
Div,84,Scott County ,Reading,White,1798,1806,99.6
Div,84,Scott County ,Science,White,785,797,98.5
Div,85,Shenandoah County ,Mathematics,All Students,2885,2896,99.6
Div,85,Shenandoah County ,Reading,All Students,2872,2879,99.8
Div,85,Shenandoah County ,Science,All Students,1251,1266,98.8
Div,85,Shenandoah County ,Mathematics,Asian,27,27,100
Div,85,Shenandoah County ,Reading,Asian,27,27,100
Div,85,Shenandoah County ,Science,Asian,0,0,0
Div,85,Shenandoah County ,Mathematics,Black,80,80,100
Div,85,Shenandoah County ,Reading,Black,80,80,100
Div,85,Shenandoah County ,Science,Black,31,31,100
Div,85,Shenandoah County ,Mathematics,Economically Disadvantaged,1441,1448,99.5
Div,85,Shenandoah County ,Reading,Economically Disadvantaged,1436,1443,99.5
Div,85,Shenandoah County ,Science,Economically Disadvantaged,593,602,98.5
Div,85,Shenandoah County ,Mathematics,English Learners,360,361,99.7
Div,85,Shenandoah County ,Reading,English Learners,342,343,99.7
Div,85,Shenandoah County ,Science,English Learners,136,138,98.6
Div,85,Shenandoah County ,Mathematics,Female,1433,1439,99.6
Div,85,Shenandoah County ,Reading,Female,1422,1426,99.7
Div,85,Shenandoah County ,Science,Female,411,411,100
Div,85,Shenandoah County ,Mathematics,Hispanic,506,508,99.6
Div,85,Shenandoah County ,Reading,Hispanic,488,490,99.6
Div,85,Shenandoah County ,Science,Hispanic,218,221,98.6
Div,85,Shenandoah County ,Mathematics,Male,1451,1456,99.7
Div,85,Shenandoah County ,Reading,Male,1449,1452,99.8
Div,85,Shenandoah County ,Science,Male,420,420,100
Div,85,Shenandoah County ,Mathematics,Multiple Races,148,149,99.3
Div,85,Shenandoah County ,Reading,Multiple Races,149,149,100
Div,85,Shenandoah County ,Science,Multiple Races,57,57,100
Div,85,Shenandoah County ,Mathematics,Students with Disabilities,413,419,98.6
Div,85,Shenandoah County ,Reading,Students with Disabilities,414,419,98.8
Div,85,Shenandoah County ,Science,Students with Disabilities,181,189,95.8
Div,85,Shenandoah County ,Mathematics,White,2116,2124,99.6
Div,85,Shenandoah County ,Reading,White,2120,2125,99.8
Div,85,Shenandoah County ,Science,White,935,947,98.7
Div,86,Smyth County ,Mathematics,All Students,1944,1952,99.6
Div,86,Smyth County ,Reading,All Students,1938,1946,99.6
Div,86,Smyth County ,Science,All Students,832,843,98.7
Div,86,Smyth County ,Mathematics,Asian,0,0,0
Div,86,Smyth County ,Reading,Asian,0,0,0
Div,86,Smyth County ,Science,Asian,0,0,0
Div,86,Smyth County ,Mathematics,Black,47,47,100
Div,86,Smyth County ,Reading,Black,44,45,97.8
Div,86,Smyth County ,Science,Black,21,21,100
Div,86,Smyth County ,Mathematics,Economically Disadvantaged,1175,1178,99.7
Div,86,Smyth County ,Reading,Economically Disadvantaged,1167,1173,99.5
Div,86,Smyth County ,Science,Economically Disadvantaged,460,467,98.5
Div,86,Smyth County ,Mathematics,English Learners,27,27,100
Div,86,Smyth County ,Reading,English Learners,26,26,100
Div,86,Smyth County ,Science,English Learners,0,0,0
Div,86,Smyth County ,Mathematics,Female,943,946,99.7
Div,86,Smyth County ,Reading,Female,941,942,99.9
Div,86,Smyth County ,Science,Female,273,273,100
Div,86,Smyth County ,Mathematics,Hispanic,69,71,97.2
Div,86,Smyth County ,Reading,Hispanic,67,68,98.5
Div,86,Smyth County ,Science,Hispanic,23,24,95.8
Div,86,Smyth County ,Mathematics,Male,1000,1005,99.5
Div,86,Smyth County ,Reading,Male,996,1003,99.3
Div,86,Smyth County ,Science,Male,279,280,99.6
Div,86,Smyth County ,Mathematics,Multiple Races,23,23,100
Div,86,Smyth County ,Reading,Multiple Races,25,25,100
Div,86,Smyth County ,Science,Multiple Races,11,12,91.7
Div,86,Smyth County ,Mathematics,Students with Disabilities,335,337,99.4
Div,86,Smyth County ,Reading,Students with Disabilities,328,335,97.9
Div,86,Smyth County ,Science,Students with Disabilities,136,140,97.1
Div,86,Smyth County ,Mathematics,White,1798,1803,99.7
Div,86,Smyth County ,Reading,White,1795,1801,99.7
Div,86,Smyth County ,Science,White,775,784,98.9
Div,87,Southampton County ,Mathematics,All Students,1199,1205,99.5
Div,87,Southampton County ,Reading,All Students,1202,1210,99.3
Div,87,Southampton County ,Science,All Students,509,513,99.2
Div,87,Southampton County ,Mathematics,Asian,0,0,0
Div,87,Southampton County ,Reading,Asian,0,0,0
Div,87,Southampton County ,Science,Asian,0,0,0
Div,87,Southampton County ,Mathematics,Black,465,468,99.4
Div,87,Southampton County ,Reading,Black,467,471,99.2
Div,87,Southampton County ,Science,Black,205,208,98.6
Div,87,Southampton County ,Mathematics,Economically Disadvantaged,596,600,99.3
Div,87,Southampton County ,Reading,Economically Disadvantaged,598,604,99
Div,87,Southampton County ,Science,Economically Disadvantaged,253,255,99.2
Div,87,Southampton County ,Mathematics,English Learners,0,0,0
Div,87,Southampton County ,Reading,English Learners,0,0,0
Div,87,Southampton County ,Science,English Learners,0,0,0
Div,87,Southampton County ,Mathematics,Female,571,571,100
Div,87,Southampton County ,Reading,Female,571,572,99.8
Div,87,Southampton County ,Science,Female,175,175,100
Div,87,Southampton County ,Mathematics,Hispanic,41,41,100
Div,87,Southampton County ,Reading,Hispanic,36,37,97.3
Div,87,Southampton County ,Science,Hispanic,14,14,100
Div,87,Southampton County ,Mathematics,Male,628,634,99.1
Div,87,Southampton County ,Reading,Male,631,638,98.9
Div,87,Southampton County ,Science,Male,207,208,99.5
Div,87,Southampton County ,Mathematics,Multiple Races,37,37,100
Div,87,Southampton County ,Reading,Multiple Races,38,38,100
Div,87,Southampton County ,Science,Multiple Races,17,17,100
Div,87,Southampton County ,Mathematics,Students with Disabilities,188,191,98.4
Div,87,Southampton County ,Reading,Students with Disabilities,190,193,98.4
Div,87,Southampton County ,Science,Students with Disabilities,81,83,97.6
Div,87,Southampton County ,Mathematics,White,646,649,99.5
Div,87,Southampton County ,Reading,White,651,654,99.5
Div,87,Southampton County ,Science,White,270,271,99.6
Div,88,Spotsylvania County ,Mathematics,All Students,12374,12485,99.1
Div,88,Spotsylvania County ,Reading,All Students,12295,12372,99.4
Div,88,Spotsylvania County ,Science,All Students,5298,5365,98.8
Div,88,Spotsylvania County ,Mathematics,Asian,461,464,99.4
Div,88,Spotsylvania County ,Reading,Asian,451,451,100
Div,88,Spotsylvania County ,Science,Asian,207,207,100
Div,88,Spotsylvania County ,Mathematics,Black,2401,2435,98.6
Div,88,Spotsylvania County ,Reading,Black,2401,2425,99
Div,88,Spotsylvania County ,Science,Black,1060,1085,97.7
Div,88,Spotsylvania County ,Mathematics,Economically Disadvantaged,6662,6732,99
Div,88,Spotsylvania County ,Reading,Economically Disadvantaged,6598,6657,99.1
Div,88,Spotsylvania County ,Science,Economically Disadvantaged,2659,2705,98.3
Div,88,Spotsylvania County ,Mathematics,English Learners,1858,1868,99.5
Div,88,Spotsylvania County ,Reading,English Learners,1735,1744,99.5
Div,88,Spotsylvania County ,Science,English Learners,666,670,99.4
Div,88,Spotsylvania County ,Mathematics,Female,5924,5980,99.1
Div,88,Spotsylvania County ,Reading,Female,5880,5910,99.5
Div,88,Spotsylvania County ,Science,Female,1666,1676,99.4
Div,88,Spotsylvania County ,Mathematics,Hispanic,2956,2978,99.3
Div,88,Spotsylvania County ,Reading,Hispanic,2869,2888,99.3
Div,88,Spotsylvania County ,Science,Hispanic,1200,1213,98.9
Div,88,Spotsylvania County ,Mathematics,Male,6440,6494,99.2
Div,88,Spotsylvania County ,Reading,Male,6405,6451,99.3
Div,88,Spotsylvania County ,Science,Male,1867,1885,99
Div,88,Spotsylvania County ,Mathematics,Multiple Races,1027,1035,99.2
Div,88,Spotsylvania County ,Reading,Multiple Races,1029,1036,99.3
Div,88,Spotsylvania County ,Science,Multiple Races,422,427,98.8
Div,88,Spotsylvania County ,Mathematics,Students with Disabilities,1881,1914,98.3
Div,88,Spotsylvania County ,Reading,Students with Disabilities,1890,1915,98.7
Div,88,Spotsylvania County ,Science,Students with Disabilities,752,773,97.3
Div,88,Spotsylvania County ,Mathematics,White,5483,5527,99.2
Div,88,Spotsylvania County ,Reading,White,5500,5526,99.5
Div,88,Spotsylvania County ,Science,White,2389,2413,99
Div,89,Stafford County ,Mathematics,All Students,16540,16651,99.3
Div,89,Stafford County ,Reading,All Students,16523,16590,99.6
Div,89,Stafford County ,Science,All Students,7139,7193,99.2
Div,89,Stafford County ,Mathematics,Asian,967,967,100
Div,89,Stafford County ,Reading,Asian,941,941,100
Div,89,Stafford County ,Science,Asian,388,388,100
Div,89,Stafford County ,Mathematics,Black,3633,3658,99.3
Div,89,Stafford County ,Reading,Black,3652,3669,99.5
Div,89,Stafford County ,Science,Black,1590,1602,99.3
Div,89,Stafford County ,Mathematics,Economically Disadvantaged,5555,5599,99.2
Div,89,Stafford County ,Reading,Economically Disadvantaged,5502,5538,99.3
Div,89,Stafford County ,Science,Economically Disadvantaged,2351,2370,99.2
Div,89,Stafford County ,Mathematics,English Learners,2567,2580,99.5
Div,89,Stafford County ,Reading,English Learners,2455,2464,99.6
Div,89,Stafford County ,Science,English Learners,895,897,99.8
Div,89,Stafford County ,Mathematics,Female,8083,8139,99.3
Div,89,Stafford County ,Reading,Female,8079,8111,99.6
Div,89,Stafford County ,Science,Female,2332,2335,99.9
Div,89,Stafford County ,Mathematics,Hispanic,4042,4072,99.3
Div,89,Stafford County ,Reading,Hispanic,3999,4019,99.5
Div,89,Stafford County ,Science,Hispanic,1722,1732,99.4
Div,89,Stafford County ,Mathematics,Male,8432,8486,99.4
Div,89,Stafford County ,Reading,Male,8418,8453,99.6
Div,89,Stafford County ,Science,Male,2404,2411,99.7
Div,89,Stafford County ,Mathematics,Multiple Races,1397,1405,99.4
Div,89,Stafford County ,Reading,Multiple Races,1407,1411,99.7
Div,89,Stafford County ,Science,Multiple Races,569,576,98.8
Div,89,Stafford County ,Mathematics,Students with Disabilities,2235,2262,98.8
Div,89,Stafford County ,Reading,Students with Disabilities,2238,2264,98.9
Div,89,Stafford County ,Science,Students with Disabilities,970,988,98.2
Div,89,Stafford County ,Mathematics,White,6416,6464,99.3
Div,89,Stafford County ,Reading,White,6438,6464,99.6
Div,89,Stafford County ,Science,White,2829,2854,99.1
Div,126,Staunton City ,Mathematics,All Students,1284,1332,96.4
Div,126,Staunton City ,Reading,All Students,1316,1329,99
Div,126,Staunton City ,Science,All Students,537,549,97.8
Div,126,Staunton City ,Mathematics,Asian,20,22,90.9
Div,126,Staunton City ,Reading,Asian,22,22,100
Div,126,Staunton City ,Science,Asian,11,11,100
Div,126,Staunton City ,Mathematics,Black,169,172,98.3
Div,126,Staunton City ,Reading,Black,171,172,99.4
Div,126,Staunton City ,Science,Black,71,72,98.6
Div,126,Staunton City ,Mathematics,Economically Disadvantaged,670,695,96.4
Div,126,Staunton City ,Reading,Economically Disadvantaged,681,691,98.6
Div,126,Staunton City ,Science,Economically Disadvantaged,269,278,96.8
Div,126,Staunton City ,Mathematics,English Learners,80,81,98.8
Div,126,Staunton City ,Reading,English Learners,75,75,100
Div,126,Staunton City ,Science,English Learners,31,31,100
Div,126,Staunton City ,Mathematics,Female,615,635,96.9
Div,126,Staunton City ,Reading,Female,626,631,99.2
Div,126,Staunton City ,Science,Female,166,167,99.4
Div,126,Staunton City ,Mathematics,Hispanic,116,119,97.5
Div,126,Staunton City ,Reading,Hispanic,114,115,99.1
Div,126,Staunton City ,Science,Hispanic,54,54,100
Div,126,Staunton City ,Mathematics,Male,667,695,96
Div,126,Staunton City ,Reading,Male,688,696,98.9
Div,126,Staunton City ,Science,Male,190,190,100
Div,126,Staunton City ,Mathematics,Multiple Races,160,169,94.7
Div,126,Staunton City ,Reading,Multiple Races,166,169,98.2
Div,126,Staunton City ,Science,Multiple Races,60,61,98.4
Div,126,Staunton City ,Mathematics,Students with Disabilities,185,188,98.4
Div,126,Staunton City ,Reading,Students with Disabilities,187,189,98.9
Div,126,Staunton City ,Science,Students with Disabilities,67,68,98.5
Div,126,Staunton City ,Mathematics,White,811,842,96.3
Div,126,Staunton City ,Reading,White,835,843,99.1
Div,126,Staunton City ,Science,White,339,349,97.1
Div,127,Suffolk City ,Mathematics,All Students,7334,7387,99.3
Div,127,Suffolk City ,Reading,All Students,7331,7385,99.3
Div,127,Suffolk City ,Science,All Students,3130,3174,98.6
Div,127,Suffolk City ,Mathematics,Asian,109,109,100
Div,127,Suffolk City ,Reading,Asian,108,108,100
Div,127,Suffolk City ,Science,Asian,47,47,100
Div,127,Suffolk City ,Mathematics,Black,4058,4087,99.3
Div,127,Suffolk City ,Reading,Black,4044,4078,99.2
Div,127,Suffolk City ,Science,Black,1805,1833,98.5
Div,127,Suffolk City ,Mathematics,Economically Disadvantaged,3201,3232,99
Div,127,Suffolk City ,Reading,Economically Disadvantaged,3207,3233,99.2
Div,127,Suffolk City ,Science,Economically Disadvantaged,1301,1328,98
Div,127,Suffolk City ,Mathematics,English Learners,101,101,100
Div,127,Suffolk City ,Reading,English Learners,96,96,100
Div,127,Suffolk City ,Science,English Learners,37,37,100
Div,127,Suffolk City ,Mathematics,Female,3533,3557,99.3
Div,127,Suffolk City ,Reading,Female,3540,3560,99.4
Div,127,Suffolk City ,Science,Female,1056,1062,99.4
Div,127,Suffolk City ,Mathematics,Hispanic,596,602,99
Div,127,Suffolk City ,Reading,Hispanic,595,601,99
Div,127,Suffolk City ,Science,Hispanic,228,230,99.1
Div,127,Suffolk City ,Mathematics,Male,3801,3830,99.2
Div,127,Suffolk City ,Reading,Male,3791,3825,99.1
Div,127,Suffolk City ,Science,Male,1054,1061,99.3
Div,127,Suffolk City ,Mathematics,Multiple Races,510,514,99.2
Div,127,Suffolk City ,Reading,Multiple Races,515,517,99.6
Div,127,Suffolk City ,Science,Multiple Races,213,215,99.1
Div,127,Suffolk City ,Mathematics,Students with Disabilities,977,993,98.4
Div,127,Suffolk City ,Reading,Students with Disabilities,983,995,98.8
Div,127,Suffolk City ,Science,Students with Disabilities,421,433,97.2
Div,127,Suffolk City ,Mathematics,White,2019,2033,99.3
Div,127,Suffolk City ,Reading,White,2027,2039,99.4
Div,127,Suffolk City ,Science,White,822,834,98.6
Div,90,Surry County ,Mathematics,All Students,355,357,99.4
Div,90,Surry County ,Reading,All Students,356,356,100
Div,90,Surry County ,Science,All Students,167,167,100
Div,90,Surry County ,Mathematics,Asian,0,0,0
Div,90,Surry County ,Reading,Asian,0,0,0
Div,90,Surry County ,Science,Asian,0,0,0
Div,90,Surry County ,Mathematics,Black,161,161,100
Div,90,Surry County ,Reading,Black,161,161,100
Div,90,Surry County ,Science,Black,88,88,100
Div,90,Surry County ,Mathematics,Economically Disadvantaged,202,203,99.5
Div,90,Surry County ,Reading,Economically Disadvantaged,203,203,100
Div,90,Surry County ,Science,Economically Disadvantaged,95,95,100
Div,90,Surry County ,Mathematics,English Learners,0,0,0
Div,90,Surry County ,Reading,English Learners,0,0,0
Div,90,Surry County ,Science,English Learners,0,0,0
Div,90,Surry County ,Mathematics,Female,153,154,99.4
Div,90,Surry County ,Reading,Female,154,154,100
Div,90,Surry County ,Science,Female,47,47,100
Div,90,Surry County ,Mathematics,Hispanic,18,18,100
Div,90,Surry County ,Reading,Hispanic,18,18,100
Div,90,Surry County ,Science,Hispanic,0,0,0
Div,90,Surry County ,Mathematics,Male,202,202,100
Div,90,Surry County ,Reading,Male,201,201,100
Div,90,Surry County ,Science,Male,63,63,100
Div,90,Surry County ,Mathematics,Multiple Races,21,21,100
Div,90,Surry County ,Reading,Multiple Races,21,21,100
Div,90,Surry County ,Science,Multiple Races,0,0,0
Div,90,Surry County ,Mathematics,Students with Disabilities,72,72,100
Div,90,Surry County ,Reading,Students with Disabilities,72,72,100
Div,90,Surry County ,Science,Students with Disabilities,31,31,100
Div,90,Surry County ,Mathematics,White,152,154,98.7
Div,90,Surry County ,Reading,White,154,154,100
Div,90,Surry County ,Science,White,65,65,100
Div,91,Sussex County ,Mathematics,All Students,509,520,97.9
Div,91,Sussex County ,Reading,All Students,521,522,99.8
Div,91,Sussex County ,Science,All Students,222,232,95.7
Div,91,Sussex County ,Mathematics,Asian,0,0,0
Div,91,Sussex County ,Reading,Asian,0,0,0
Div,91,Sussex County ,Science,Asian,0,0,0
Div,91,Sussex County ,Mathematics,Black,326,333,97.9
Div,91,Sussex County ,Reading,Black,337,337,100
Div,91,Sussex County ,Science,Black,147,153,96.1
Div,91,Sussex County ,Mathematics,Economically Disadvantaged,380,388,97.9
Div,91,Sussex County ,Reading,Economically Disadvantaged,391,392,99.7
Div,91,Sussex County ,Science,Economically Disadvantaged,165,173,95.4
Div,91,Sussex County ,Mathematics,English Learners,24,24,100
Div,91,Sussex County ,Reading,English Learners,24,24,100
Div,91,Sussex County ,Science,English Learners,0,0,0
Div,91,Sussex County ,Mathematics,Female,246,251,98
Div,91,Sussex County ,Reading,Female,251,252,99.6
Div,91,Sussex County ,Science,Female,69,69,100
Div,91,Sussex County ,Mathematics,Hispanic,41,41,100
Div,91,Sussex County ,Reading,Hispanic,40,40,100
Div,91,Sussex County ,Science,Hispanic,16,16,100
Div,91,Sussex County ,Mathematics,Male,263,269,97.8
Div,91,Sussex County ,Reading,Male,270,270,100
Div,91,Sussex County ,Science,Male,90,90,100
Div,91,Sussex County ,Mathematics,Multiple Races,21,22,95.5
Div,91,Sussex County ,Reading,Multiple Races,22,22,100
Div,91,Sussex County ,Science,Multiple Races,11,11,100
Div,91,Sussex County ,Mathematics,Students with Disabilities,64,64,100
Div,91,Sussex County ,Reading,Students with Disabilities,65,65,100
Div,91,Sussex County ,Science,Students with Disabilities,23,25,92
Div,91,Sussex County ,Mathematics,White,112,114,98.2
Div,91,Sussex County ,Reading,White,112,113,99.1
Div,91,Sussex County ,Science,White,43,46,93.5
Div,92,Tazewell County ,Mathematics,All Students,2621,2632,99.6
Div,92,Tazewell County ,Reading,All Students,2621,2628,99.7
Div,92,Tazewell County ,Science,All Students,1124,1128,99.6
Div,92,Tazewell County ,Mathematics,Asian,10,10,100
Div,92,Tazewell County ,Reading,Asian,10,10,100
Div,92,Tazewell County ,Science,Asian,0,0,0
Div,92,Tazewell County ,Mathematics,Black,69,70,98.6
Div,92,Tazewell County ,Reading,Black,69,70,98.6
Div,92,Tazewell County ,Science,Black,35,35,100
Div,92,Tazewell County ,Mathematics,Economically Disadvantaged,1517,1526,99.4
Div,92,Tazewell County ,Reading,Economically Disadvantaged,1521,1527,99.6
Div,92,Tazewell County ,Science,Economically Disadvantaged,623,626,99.5
Div,92,Tazewell County ,Mathematics,English Learners,0,0,0
Div,92,Tazewell County ,Reading,English Learners,0,0,0
Div,92,Tazewell County ,Science,English Learners,0,0,0
Div,92,Tazewell County ,Mathematics,Female,1257,1260,99.8
Div,92,Tazewell County ,Reading,Female,1256,1259,99.8
Div,92,Tazewell County ,Science,Female,332,332,100
Div,92,Tazewell County ,Mathematics,Hispanic,28,28,100
Div,92,Tazewell County ,Reading,Hispanic,27,27,100
Div,92,Tazewell County ,Science,Hispanic,13,14,92.9
Div,92,Tazewell County ,Mathematics,Male,1364,1372,99.4
Div,92,Tazewell County ,Reading,Male,1365,1369,99.7
Div,92,Tazewell County ,Science,Male,391,394,99.2
Div,92,Tazewell County ,Mathematics,Multiple Races,116,117,99.1
Div,92,Tazewell County ,Reading,Multiple Races,117,117,100
Div,92,Tazewell County ,Science,Multiple Races,43,43,100
Div,92,Tazewell County ,Mathematics,Students with Disabilities,458,462,99.1
Div,92,Tazewell County ,Reading,Students with Disabilities,462,463,99.8
Div,92,Tazewell County ,Science,Students with Disabilities,206,206,100
Div,92,Tazewell County ,Mathematics,White,2396,2405,99.6
Div,92,Tazewell County ,Reading,White,2396,2402,99.8
Div,92,Tazewell County ,Science,White,1026,1029,99.7
Div,128,Virginia Beach City ,Mathematics,All Students,33143,33745,98.2
Div,128,Virginia Beach City ,Reading,All Students,33525,33718,99.4
Div,128,Virginia Beach City ,Science,All Students,14559,14827,98.2
Div,128,Virginia Beach City ,Mathematics,Asian,2088,2109,99
Div,128,Virginia Beach City ,Reading,Asian,2087,2089,99.9
Div,128,Virginia Beach City ,Science,Asian,954,963,99.1
Div,128,Virginia Beach City ,Mathematics,Black,7624,7785,97.9
Div,128,Virginia Beach City ,Reading,Black,7738,7816,99
Div,128,Virginia Beach City ,Science,Black,3471,3555,97.6
Div,128,Virginia Beach City ,Mathematics,Economically Disadvantaged,14239,14492,98.3
Div,128,Virginia Beach City ,Reading,Economically Disadvantaged,14408,14514,99.3
Div,128,Virginia Beach City ,Science,Economically Disadvantaged,5998,6111,98.2
Div,128,Virginia Beach City ,Mathematics,English Learners,1984,1993,99.5
Div,128,Virginia Beach City ,Reading,English Learners,1790,1795,99.7
Div,128,Virginia Beach City ,Science,English Learners,715,717,99.7
Div,128,Virginia Beach City ,Mathematics,Female,16156,16450,98.2
Div,128,Virginia Beach City ,Reading,Female,16351,16436,99.5
Div,128,Virginia Beach City ,Science,Female,4784,4803,99.6
Div,128,Virginia Beach City ,Mathematics,Hispanic,4564,4644,98.3
Div,128,Virginia Beach City ,Reading,Hispanic,4543,4567,99.5
Div,128,Virginia Beach City ,Science,Hispanic,1887,1924,98.1
Div,128,Virginia Beach City ,Mathematics,Male,16953,17258,98.2
Div,128,Virginia Beach City ,Reading,Male,17138,17245,99.4
Div,128,Virginia Beach City ,Science,Male,5155,5176,99.6
Div,128,Virginia Beach City ,Mathematics,Multiple Races,3649,3708,98.4
Div,128,Virginia Beach City ,Reading,Multiple Races,3706,3720,99.6
Div,128,Virginia Beach City ,Science,Multiple Races,1549,1576,98.3
Div,128,Virginia Beach City ,Mathematics,Students with Disabilities,4264,4368,97.6
Div,128,Virginia Beach City ,Reading,Students with Disabilities,4302,4383,98.2
Div,128,Virginia Beach City ,Science,Students with Disabilities,1725,1788,96.5
Div,128,Virginia Beach City ,Mathematics,White,14986,15261,98.2
Div,128,Virginia Beach City ,Reading,White,15211,15283,99.5
Div,128,Virginia Beach City ,Science,White,6588,6697,98.4
Div,218,Virginia School for the Deaf and Blind-Staunton,Mathematics,All Students,31,31,100
Div,218,Virginia School for the Deaf and Blind-Staunton,Reading,All Students,31,31,100
Div,218,Virginia School for the Deaf and Blind-Staunton,Science,All Students,15,15,100
Div,218,Virginia School for the Deaf and Blind-Staunton,Mathematics,Asian,0,0,0
Div,218,Virginia School for the Deaf and Blind-Staunton,Reading,Asian,0,0,0
Div,218,Virginia School for the Deaf and Blind-Staunton,Science,Asian,0,0,0
Div,218,Virginia School for the Deaf and Blind-Staunton,Mathematics,Black,0,0,0
Div,218,Virginia School for the Deaf and Blind-Staunton,Reading,Black,0,0,0
Div,218,Virginia School for the Deaf and Blind-Staunton,Science,Black,0,0,0
Div,218,Virginia School for the Deaf and Blind-Staunton,Mathematics,Economically Disadvantaged,0,0,0
Div,218,Virginia School for the Deaf and Blind-Staunton,Reading,Economically Disadvantaged,0,0,0
Div,218,Virginia School for the Deaf and Blind-Staunton,Science,Economically Disadvantaged,0,0,0
Div,218,Virginia School for the Deaf and Blind-Staunton,Mathematics,English Learners,0,0,0
Div,218,Virginia School for the Deaf and Blind-Staunton,Reading,English Learners,0,0,0
Div,218,Virginia School for the Deaf and Blind-Staunton,Science,English Learners,0,0,0
Div,218,Virginia School for the Deaf and Blind-Staunton,Mathematics,Female,11,11,100
Div,218,Virginia School for the Deaf and Blind-Staunton,Reading,Female,11,11,100
Div,218,Virginia School for the Deaf and Blind-Staunton,Science,Female,0,0,0
Div,218,Virginia School for the Deaf and Blind-Staunton,Mathematics,Hispanic,0,0,0
