Div Num,Div Name,Subject,Subgroup,2021-2022 Pass Rate,2022-2023 Pass Rate,2023-2024 Pass Rate
85,Shenandoah County ,Mathematics,Male,66,70,75
85,Shenandoah County ,Science,Male,56,62,70
85,Shenandoah County ,English: Reading,Multiple Races,63,67,73
85,Shenandoah County ,English: Writing,Multiple Races,7,50,87
85,Shenandoah County ,History and Social Sciences,Multiple Races,65,48,71
85,Shenandoah County ,Mathematics,Multiple Races,60,70,74
85,Shenandoah County ,Science,Multiple Races,56,56,61
85,Shenandoah County ,English: Reading,Students with Disabilities,30,36,38
85,Shenandoah County ,English: Writing,Students with Disabilities,7,7,34
85,Shenandoah County ,History and Social Sciences,Students with Disabilities,38,38,37
85,Shenandoah County ,Mathematics,Students with Disabilities,35,43,45
85,Shenandoah County ,Science,Students with Disabilities,29,37,38
85,Shenandoah County ,English: Reading,White,69,68,72
85,Shenandoah County ,English: Writing,White,41,48,71
85,Shenandoah County ,History and Social Sciences,White,66,66,67
85,Shenandoah County ,Mathematics,White,68,72,77
85,Shenandoah County ,Science,White,59,63,73
86,Smyth County ,English: Reading,All Students,72,76,78
86,Smyth County ,English: Writing,All Students,52,65,
86,Smyth County ,History and Social Sciences,All Students,69,74,71
86,Smyth County ,Mathematics,All Students,64,71,74
86,Smyth County ,Science,All Students,62,71,75
86,Smyth County ,English: Reading,Asian,0,0,0
86,Smyth County ,History and Social Sciences,Asian,0,0,0
86,Smyth County ,Mathematics,Asian,0,0,0
86,Smyth County ,Science,Asian,0,,0
86,Smyth County ,English: Reading,Black,63,70,72
86,Smyth County ,English: Writing,Black,0,0,
86,Smyth County ,History and Social Sciences,Black,32,77,58
86,Smyth County ,Mathematics,Black,44,55,64
86,Smyth County ,Science,Black,41,50,72
86,Smyth County ,English: Reading,Economically Disadvantaged,66,70,72
86,Smyth County ,English: Writing,Economically Disadvantaged,52,56,
86,Smyth County ,History and Social Sciences,Economically Disadvantaged,63,67,63
86,Smyth County ,Mathematics,Economically Disadvantaged,56,67,69
86,Smyth County ,Science,Economically Disadvantaged,57,68,69
86,Smyth County ,English: Reading,English Learners,35,0,45
86,Smyth County ,History and Social Sciences,English Learners,0,0,0
86,Smyth County ,Mathematics,English Learners,41,0,53
86,Smyth County ,Science,English Learners,36,0,0
86,Smyth County ,English: Reading,Female,73,79,79
86,Smyth County ,English: Writing,Female,64,78,
86,Smyth County ,History and Social Sciences,Female,68,73,73
86,Smyth County ,Mathematics,Female,64,72,76
86,Smyth County ,Science,Female,60,69,74
86,Smyth County ,English: Reading,Hispanic,60,73,65
86,Smyth County ,English: Writing,Hispanic,40,0,
86,Smyth County ,History and Social Sciences,Hispanic,79,70,60
86,Smyth County ,Mathematics,Hispanic,52,67,72
86,Smyth County ,Science,Hispanic,62,73,67
86,Smyth County ,English: Reading,Male,71,74,77
86,Smyth County ,English: Writing,Male,42,55,
86,Smyth County ,History and Social Sciences,Male,71,76,68
86,Smyth County ,Mathematics,Male,63,71,73
86,Smyth County ,Science,Male,64,73,77
86,Smyth County ,English: Reading,Multiple Races,61,56,77
86,Smyth County ,English: Writing,Multiple Races,0,0,
86,Smyth County ,History and Social Sciences,Multiple Races,0,61,0
86,Smyth County ,Mathematics,Multiple Races,62,60,64
86,Smyth County ,Science,Multiple Races,40,0,45
86,Smyth County ,English: Reading,Students with Disabilities,53,59,65
86,Smyth County ,English: Writing,Students with Disabilities,17,24,
86,Smyth County ,History and Social Sciences,Students with Disabilities,40,47,41
86,Smyth County ,Mathematics,Students with Disabilities,49,53,55
86,Smyth County ,Science,Students with Disabilities,44,50,52
86,Smyth County ,English: Reading,White,73,77,79
86,Smyth County ,English: Writing,White,54,65,
86,Smyth County ,History and Social Sciences,White,70,75,71
86,Smyth County ,Mathematics,White,64,72,75
86,Smyth County ,Science,White,63,71,76
87,Southampton County ,English: Reading,All Students,68,69,70
87,Southampton County ,English: Writing,All Students,63,64,68
87,Southampton County ,History and Social Sciences,All Students,63,60,49
87,Southampton County ,Mathematics,All Students,62,64,65
87,Southampton County ,Science,All Students,66,65,65
87,Southampton County ,English: Reading,Asian,0,0,0
87,Southampton County ,English: Writing,Asian,0,,
87,Southampton County ,History and Social Sciences,Asian,0,0,0
87,Southampton County ,Mathematics,Asian,0,0,0
87,Southampton County ,Science,Asian,0,,0
87,Southampton County ,English: Reading,Black,53,56,60
87,Southampton County ,English: Writing,Black,43,48,62
87,Southampton County ,History and Social Sciences,Black,48,42,32
87,Southampton County ,Mathematics,Black,47,49,53
87,Southampton County ,Science,Black,47,47,49
87,Southampton County ,English: Reading,Economically Disadvantaged,57,62,63
87,Southampton County ,English: Writing,Economically Disadvantaged,47,49,59
87,Southampton County ,History and Social Sciences,Economically Disadvantaged,54,48,39
87,Southampton County ,Mathematics,Economically Disadvantaged,52,57,57
87,Southampton County ,Science,Economically Disadvantaged,56,56,56
87,Southampton County ,English: Reading,English Learners,0,0,0
87,Southampton County ,English: Writing,English Learners,0,,
87,Southampton County ,History and Social Sciences,English Learners,0,,0
87,Southampton County ,Mathematics,English Learners,0,0,0
87,Southampton County ,Science,English Learners,0,,0
87,Southampton County ,English: Reading,Female,72,71,71
87,Southampton County ,English: Writing,Female,71,73,73
87,Southampton County ,History and Social Sciences,Female,66,62,49
87,Southampton County ,Mathematics,Female,64,66,66
87,Southampton County ,Science,Female,67,64,63
87,Southampton County ,English: Reading,Hispanic,73,81,64
87,Southampton County ,English: Writing,Hispanic,0,0,0
87,Southampton County ,History and Social Sciences,Hispanic,58,67,61
87,Southampton County ,Mathematics,Hispanic,68,70,66
87,Southampton County ,Science,Hispanic,53,0,85
87,Southampton County ,English: Reading,Male,65,68,69
87,Southampton County ,English: Writing,Male,55,55,64
87,Southampton County ,History and Social Sciences,Male,60,58,49
87,Southampton County ,Mathematics,Male,60,62,64
87,Southampton County ,Science,Male,65,66,67
87,Southampton County ,English: Reading,Multiple Races,73,81,72
87,Southampton County ,English: Writing,Multiple Races,0,77,0
87,Southampton County ,History and Social Sciences,Multiple Races,82,74,73
87,Southampton County ,Mathematics,Multiple Races,73,70,73
87,Southampton County ,Science,Multiple Races,69,59,81
87,Southampton County ,English: Reading,Students with Disabilities,43,49,52
87,Southampton County ,English: Writing,Students with Disabilities,19,21,23
87,Southampton County ,History and Social Sciences,Students with Disabilities,16,24,21
87,Southampton County ,Mathematics,Students with Disabilities,38,43,48
87,Southampton County ,Science,Students with Disabilities,27,43,42
87,Southampton County ,English: Reading,White,79,77,77
87,Southampton County ,English: Writing,White,77,75,71
87,Southampton County ,History and Social Sciences,White,73,74,61
87,Southampton County ,Mathematics,White,72,74,73
87,Southampton County ,Science,White,80,81,75
88,Spotsylvania County ,English: Reading,All Students,72,70,70
88,Spotsylvania County ,English: Writing,All Students,63,67,78
88,Spotsylvania County ,History and Social Sciences,All Students,65,62,66
88,Spotsylvania County ,Mathematics,All Students,61,64,66
88,Spotsylvania County ,Science,All Students,61,60,62
88,Spotsylvania County ,English: Reading,Asian,78,72,73
88,Spotsylvania County ,English: Writing,Asian,78,76,88
88,Spotsylvania County ,History and Social Sciences,Asian,78,72,72
88,Spotsylvania County ,Mathematics,Asian,69,70,77
88,Spotsylvania County ,Science,Asian,65,66,66
88,Spotsylvania County ,English: Reading,Black,61,60,61
88,Spotsylvania County ,English: Writing,Black,48,56,70
88,Spotsylvania County ,History and Social Sciences,Black,52,48,55
88,Spotsylvania County ,Mathematics,Black,46,51,57
88,Spotsylvania County ,Science,Black,46,46,50
88,Spotsylvania County ,English: Reading,Economically Disadvantaged,60,59,60
88,Spotsylvania County ,English: Writing,Economically Disadvantaged,49,56,67
88,Spotsylvania County ,History and Social Sciences,Economically Disadvantaged,54,51,55
88,Spotsylvania County ,Mathematics,Economically Disadvantaged,49,53,57
88,Spotsylvania County ,Science,Economically Disadvantaged,48,48,51
88,Spotsylvania County ,English: Reading,English Learners,31,29,30
88,Spotsylvania County ,English: Writing,English Learners,12,5,18
88,Spotsylvania County ,History and Social Sciences,English Learners,31,25,35
88,Spotsylvania County ,Mathematics,English Learners,33,35,40
88,Spotsylvania County ,Science,English Learners,16,19,21
88,Spotsylvania County ,English: Reading,Female,75,73,72
88,Spotsylvania County ,English: Writing,Female,70,74,83
88,Spotsylvania County ,History and Social Sciences,Female,65,61,64
88,Spotsylvania County ,Mathematics,Female,61,64,66
88,Spotsylvania County ,Science,Female,61,60,61
88,Spotsylvania County ,English: Reading,Hispanic,63,60,60
88,Spotsylvania County ,English: Writing,Hispanic,57,57,72
88,Spotsylvania County ,History and Social Sciences,Hispanic,59,52,56
88,Spotsylvania County ,Mathematics,Hispanic,54,56,57
88,Spotsylvania County ,Science,Hispanic,49,50,50
88,Spotsylvania County ,English: Reading,Male,69,67,67
88,Spotsylvania County ,English: Writing,Male,57,59,73
88,Spotsylvania County ,History and Social Sciences,Male,66,63,68
88,Spotsylvania County ,Mathematics,Male,60,64,66
88,Spotsylvania County ,Science,Male,62,60,63
88,Spotsylvania County ,English: Reading,Multiple Races,71,69,70
88,Spotsylvania County ,English: Writing,Multiple Races,65,66,77
88,Spotsylvania County ,History and Social Sciences,Multiple Races,63,64,66
88,Spotsylvania County ,Mathematics,Multiple Races,59,64,65
88,Spotsylvania County ,Science,Multiple Races,64,61,62
88,Spotsylvania County ,English: Reading,Students with Disabilities,43,42,42
88,Spotsylvania County ,English: Writing,Students with Disabilities,21,22,51
88,Spotsylvania County ,History and Social Sciences,Students with Disabilities,33,32,34
88,Spotsylvania County ,Mathematics,Students with Disabilities,36,40,41
88,Spotsylvania County ,Science,Students with Disabilities,35,34,36
88,Spotsylvania County ,English: Reading,White,80,78,78
88,Spotsylvania County ,English: Writing,White,71,76,84
88,Spotsylvania County ,History and Social Sciences,White,74,73,76
88,Spotsylvania County ,Mathematics,White,69,73,75
88,Spotsylvania County ,Science,White,72,72,75
89,Stafford County ,English: Reading,All Students,73,71,72
89,Stafford County ,English: Writing,All Students,54,51,0
89,Stafford County ,History and Social Sciences,All Students,65,64,64
89,Stafford County ,Mathematics,All Students,61,65,68
89,Stafford County ,Science,All Students,65,65,68
89,Stafford County ,English: Reading,Asian,76,68,71
89,Stafford County ,English: Writing,Asian,76,59,
89,Stafford County ,History and Social Sciences,Asian,66,67,67
89,Stafford County ,Mathematics,Asian,70,70,73
89,Stafford County ,Science,Asian,65,64,67
89,Stafford County ,English: Reading,Black,67,65,65
89,Stafford County ,English: Writing,Black,42,39,0
89,Stafford County ,History and Social Sciences,Black,57,57,57
89,Stafford County ,Mathematics,Black,51,56,60
89,Stafford County ,Science,Black,53,54,59
89,Stafford County ,English: Reading,Economically Disadvantaged,59,59,60
89,Stafford County ,English: Writing,Economically Disadvantaged,39,37,
89,Stafford County ,History and Social Sciences,Economically Disadvantaged,49,52,51
89,Stafford County ,Mathematics,Economically Disadvantaged,46,53,56
89,Stafford County ,Science,Economically Disadvantaged,46,51,57
89,Stafford County ,English: Reading,English Learners,33,32,33
89,Stafford County ,English: Writing,English Learners,12,6,
89,Stafford County ,History and Social Sciences,English Learners,34,30,35
89,Stafford County ,Mathematics,English Learners,33,39,39
89,Stafford County ,Science,English Learners,18,26,26
89,Stafford County ,English: Reading,Female,76,75,75
89,Stafford County ,English: Writing,Female,62,60,
89,Stafford County ,History and Social Sciences,Female,63,63,63
89,Stafford County ,Mathematics,Female,61,66,68
89,Stafford County ,Science,Female,63,64,68
89,Stafford County ,English: Reading,Hispanic,65,63,63
89,Stafford County ,English: Writing,Hispanic,46,42,
89,Stafford County ,History and Social Sciences,Hispanic,59,56,55
89,Stafford County ,Mathematics,Hispanic,53,59,59
89,Stafford County ,Science,Hispanic,56,58,60
89,Stafford County ,English: Reading,Male,70,68,69
89,Stafford County ,English: Writing,Male,47,42,0
89,Stafford County ,History and Social Sciences,Male,67,66,65
89,Stafford County ,Mathematics,Male,61,65,68
89,Stafford County ,Science,Male,65,66,69
89,Stafford County ,English: Reading,Multiple Races,72,73,73
89,Stafford County ,English: Writing,Multiple Races,54,51,
89,Stafford County ,History and Social Sciences,Multiple Races,64,65,65
89,Stafford County ,Mathematics,Multiple Races,60,67,70
89,Stafford County ,Science,Multiple Races,69,67,69
89,Stafford County ,English: Reading,Students with Disabilities,44,41,42
89,Stafford County ,English: Writing,Students with Disabilities,15,10,0
89,Stafford County ,History and Social Sciences,Students with Disabilities,38,34,33
89,Stafford County ,Mathematics,Students with Disabilities,37,37,41
89,Stafford County ,Science,Students with Disabilities,40,36,39
89,Stafford County ,English: Reading,White,80,79,80
89,Stafford County ,English: Writing,White,63,61,
89,Stafford County ,History and Social Sciences,White,73,74,74
89,Stafford County ,Mathematics,White,70,74,77
89,Stafford County ,Science,White,75,76,79
126,Staunton City ,English: Reading,All Students,71,73,74
126,Staunton City ,English: Writing,All Students,81,89,82
126,Staunton City ,History and Social Sciences,All Students,62,58,58
126,Staunton City ,Mathematics,All Students,65,67,71
126,Staunton City ,Science,All Students,66,71,77
126,Staunton City ,English: Reading,Asian,90,85,83
126,Staunton City ,English: Writing,Asian,0,0,0
126,Staunton City ,History and Social Sciences,Asian,0,0,0
126,Staunton City ,Mathematics,Asian,91,87,90
126,Staunton City ,Science,Asian,71,0,100
126,Staunton City ,English: Reading,Black,53,60,57
126,Staunton City ,English: Writing,Black,67,86,60
126,Staunton City ,History and Social Sciences,Black,33,40,47
126,Staunton City ,Mathematics,Black,45,52,61
126,Staunton City ,Science,Black,38,50,56
126,Staunton City ,English: Reading,Economically Disadvantaged,60,62,64
126,Staunton City ,English: Writing,Economically Disadvantaged,69,80,75
126,Staunton City ,History and Social Sciences,Economically Disadvantaged,51,43,44
126,Staunton City ,Mathematics,Economically Disadvantaged,54,56,60
126,Staunton City ,Science,Economically Disadvantaged,53,61,72
126,Staunton City ,English: Reading,English Learners,38,40,34
126,Staunton City ,English: Writing,English Learners,0,0,0
126,Staunton City ,History and Social Sciences,English Learners,0,25,0
126,Staunton City ,Mathematics,English Learners,44,39,46
126,Staunton City ,Science,English Learners,27,14,55
126,Staunton City ,English: Reading,Female,74,74,76
126,Staunton City ,English: Writing,Female,88,89,87
126,Staunton City ,History and Social Sciences,Female,61,60,54
126,Staunton City ,Mathematics,Female,64,67,71
126,Staunton City ,Science,Female,65,71,77
126,Staunton City ,English: Reading,Hispanic,62,64,65
126,Staunton City ,English: Writing,Hispanic,91,0,79
126,Staunton City ,History and Social Sciences,Hispanic,52,56,60
126,Staunton City ,Mathematics,Hispanic,56,59,66
126,Staunton City ,Science,Hispanic,57,61,77
126,Staunton City ,English: Reading,Male,68,73,73
126,Staunton City ,English: Writing,Male,75,89,76
126,Staunton City ,History and Social Sciences,Male,62,56,61
126,Staunton City ,Mathematics,Male,64,67,71
126,Staunton City ,Science,Male,67,72,76
126,Staunton City ,English: Reading,Multiple Races,70,69,69
126,Staunton City ,English: Writing,Multiple Races,83,94,85
126,Staunton City ,History and Social Sciences,Multiple Races,59,50,49
126,Staunton City ,Mathematics,Multiple Races,61,60,58
126,Staunton City ,Science,Multiple Races,63,70,77
126,Staunton City ,English: Reading,Students with Disabilities,40,51,46
126,Staunton City ,English: Writing,Students with Disabilities,8,0,67
126,Staunton City ,History and Social Sciences,Students with Disabilities,23,27,17
126,Staunton City ,Mathematics,Students with Disabilities,32,37,42
126,Staunton City ,Science,Students with Disabilities,34,41,46
126,Staunton City ,English: Reading,White,75,78,80
126,Staunton City ,English: Writing,White,83,88,86
126,Staunton City ,History and Social Sciences,White,72,66,62
126,Staunton City ,Mathematics,White,70,72,76
126,Staunton City ,Science,White,75,78,80
127,Suffolk City ,English: Reading,All Students,71,72,72
127,Suffolk City ,English: Writing,All Students,63,65,68
127,Suffolk City ,History and Social Sciences,All Students,55,60,61
127,Suffolk City ,Mathematics,All Students,62,69,72
127,Suffolk City ,Science,All Students,58,63,64
127,Suffolk City ,English: Reading,Asian,89,90,87
127,Suffolk City ,English: Writing,Asian,75,90,79
127,Suffolk City ,History and Social Sciences,Asian,81,80,85
127,Suffolk City ,Mathematics,Asian,83,90,91
127,Suffolk City ,Science,Asian,81,82,89
127,Suffolk City ,English: Reading,Black,63,65,65
127,Suffolk City ,English: Writing,Black,56,58,62
127,Suffolk City ,History and Social Sciences,Black,45,51,53
127,Suffolk City ,Mathematics,Black,53,61,64
127,Suffolk City ,Science,Black,47,52,56
127,Suffolk City ,English: Reading,Economically Disadvantaged,58,60,60
127,Suffolk City ,English: Writing,Economically Disadvantaged,48,54,61
127,Suffolk City ,History and Social Sciences,Economically Disadvantaged,41,46,49
127,Suffolk City ,Mathematics,Economically Disadvantaged,47,57,60
127,Suffolk City ,Science,Economically Disadvantaged,41,48,52
127,Suffolk City ,English: Reading,English Learners,47,46,50
127,Suffolk City ,English: Writing,English Learners,0,30,15
127,Suffolk City ,History and Social Sciences,English Learners,35,33,43
127,Suffolk City ,Mathematics,English Learners,47,56,55
127,Suffolk City ,Science,English Learners,24,34,37
127,Suffolk City ,English: Reading,Female,75,74,74
127,Suffolk City ,English: Writing,Female,69,70,75
127,Suffolk City ,History and Social Sciences,Female,54,59,61
127,Suffolk City ,Mathematics,Female,64,69,72
127,Suffolk City ,Science,Female,58,62,63
127,Suffolk City ,English: Reading,Hispanic,76,78,75
127,Suffolk City ,English: Writing,Hispanic,70,73,59
127,Suffolk City ,History and Social Sciences,Hispanic,61,69,67
127,Suffolk City ,Mathematics,Hispanic,70,73,75
127,Suffolk City ,Science,Hispanic,67,68,69
127,Suffolk City ,English: Reading,Male,67,70,70
127,Suffolk City ,English: Writing,Male,57,60,62
127,Suffolk City ,History and Social Sciences,Male,57,62,62
127,Suffolk City ,Mathematics,Male,61,68,71
127,Suffolk City ,Science,Male,59,63,65
127,Suffolk City ,English: Reading,Multiple Races,76,78,77
127,Suffolk City ,English: Writing,Multiple Races,74,69,79
127,Suffolk City ,History and Social Sciences,Multiple Races,67,73,66
127,Suffolk City ,Mathematics,Multiple Races,69,74,77
127,Suffolk City ,Science,Multiple Races,69,74,69
127,Suffolk City ,English: Reading,Students with Disabilities,35,37,38
127,Suffolk City ,English: Writing,Students with Disabilities,17,22,20
127,Suffolk City ,History and Social Sciences,Students with Disabilities,20,29,26
127,Suffolk City ,Mathematics,Students with Disabilities,31,36,42
127,Suffolk City ,Science,Students with Disabilities,26,30,32
127,Suffolk City ,English: Reading,White,81,81,83
127,Suffolk City ,English: Writing,White,74,76,79
127,Suffolk City ,History and Social Sciences,White,72,74,75
127,Suffolk City ,Mathematics,White,76,80,83
127,Suffolk City ,Science,White,75,79,80
90,Surry County ,English: Reading,All Students,76,76,78
90,Surry County ,English: Writing,All Students,71,70,70
90,Surry County ,History and Social Sciences,All Students,58,67,72
90,Surry County ,Mathematics,All Students,65,70,75
90,Surry County ,Science,All Students,66,69,67
90,Surry County ,English: Reading,Asian,,,0
90,Surry County ,History and Social Sciences,Asian,,0,0
90,Surry County ,Mathematics,Asian,,,0
90,Surry County ,Science,Asian,,,0
90,Surry County ,English: Reading,Black,68,73,69
90,Surry County ,English: Writing,Black,73,69,58
90,Surry County ,History and Social Sciences,Black,56,57,65
90,Surry County ,Mathematics,Black,53,62,64
90,Surry County ,Science,Black,59,63,50
90,Surry County ,English: Reading,Economically Disadvantaged,69,68,73
90,Surry County ,English: Writing,Economically Disadvantaged,69,55,64
90,Surry County ,History and Social Sciences,Economically Disadvantaged,46,61,67
90,Surry County ,Mathematics,Economically Disadvantaged,55,62,69
90,Surry County ,Science,Economically Disadvantaged,59,60,60
90,Surry County ,English: Reading,English Learners,0,0,0
90,Surry County ,English: Writing,English Learners,0,0,
90,Surry County ,History and Social Sciences,English Learners,0,0,0
90,Surry County ,Mathematics,English Learners,0,0,0
90,Surry County ,Science,English Learners,0,0,0
90,Surry County ,English: Reading,Female,78,82,84
90,Surry County ,English: Writing,Female,73,86,83
90,Surry County ,History and Social Sciences,Female,64,64,76
90,Surry County ,Mathematics,Female,71,73,78
90,Surry County ,Science,Female,70,67,70
90,Surry County ,English: Reading,Hispanic,86,94,72
90,Surry County ,English: Writing,Hispanic,0,0,0
90,Surry County ,History and Social Sciences,Hispanic,0,0,83
90,Surry County ,Mathematics,Hispanic,94,84,86
90,Surry County ,Science,Hispanic,70,90,90
90,Surry County ,English: Reading,Male,73,72,72
90,Surry County ,English: Writing,Male,69,59,56
90,Surry County ,History and Social Sciences,Male,54,69,69
90,Surry County ,Mathematics,Male,61,68,73
90,Surry County ,Science,Male,63,71,65
90,Surry County ,English: Reading,Multiple Races,74,90,74
90,Surry County ,English: Writing,Multiple Races,0,0,0
90,Surry County ,History and Social Sciences,Multiple Races,0,0,64
90,Surry County ,Mathematics,Multiple Races,70,91,85
90,Surry County ,Science,Multiple Races,64,80,90
90,Surry County ,English: Reading,Students with Disabilities,46,44,53
90,Surry County ,English: Writing,Students with Disabilities,27,20,9
90,Surry County ,History and Social Sciences,Students with Disabilities,16,43,28
90,Surry County ,Mathematics,Students with Disabilities,45,43,55
90,Surry County ,Science,Students with Disabilities,39,43,38
90,Surry County ,English: Reading,White,84,76,87
90,Surry County ,English: Writing,White,72,68,80
90,Surry County ,History and Social Sciences,White,57,76,81
90,Surry County ,Mathematics,White,77,75,82
90,Surry County ,Science,White,75,73,82
91,Sussex County ,English: Reading,All Students,70,70,70
91,Sussex County ,English: Writing,All Students,71,58,77
91,Sussex County ,History and Social Sciences,All Students,69,73,72
91,Sussex County ,Mathematics,All Students,55,58,65
91,Sussex County ,Science,All Students,62,57,66
91,Sussex County ,English: Reading,Asian,,0,0
91,Sussex County ,English: Writing,Asian,,0,0
91,Sussex County ,History and Social Sciences,Asian,0,0,0
91,Sussex County ,Mathematics,Asian,0,0,0
91,Sussex County ,Science,Asian,0,0,0
91,Sussex County ,English: Reading,Black,68,67,68
91,Sussex County ,English: Writing,Black,67,58,72
91,Sussex County ,History and Social Sciences,Black,65,71,68
91,Sussex County ,Mathematics,Black,52,54,60
91,Sussex County ,Science,Black,57,52,64
91,Sussex County ,English: Reading,Economically Disadvantaged,64,66,68
91,Sussex County ,English: Writing,Economically Disadvantaged,66,54,68
91,Sussex County ,History and Social Sciences,Economically Disadvantaged,64,70,70
91,Sussex County ,Mathematics,Economically Disadvantaged,50,55,62
91,Sussex County ,Science,Economically Disadvantaged,56,53,61
91,Sussex County ,English: Reading,English Learners,0,45,54
91,Sussex County ,English: Writing,English Learners,0,0,0
91,Sussex County ,History and Social Sciences,English Learners,0,0,67
91,Sussex County ,Mathematics,English Learners,42,50,74
91,Sussex County ,Science,English Learners,0,0,62
91,Sussex County ,English: Reading,Female,74,73,73
91,Sussex County ,English: Writing,Female,75,68,90
91,Sussex County ,History and Social Sciences,Female,76,72,72
91,Sussex County ,Mathematics,Female,57,59,66
91,Sussex County ,Science,Female,64,59,66
91,Sussex County ,English: Reading,Hispanic,73,73,66
91,Sussex County ,English: Writing,Hispanic,0,0,0
91,Sussex County ,History and Social Sciences,Hispanic,85,67,77
91,Sussex County ,Mathematics,Hispanic,59,65,75
91,Sussex County ,Science,Hispanic,54,58,64
91,Sussex County ,English: Reading,Male,66,68,67
91,Sussex County ,English: Writing,Male,68,50,65
91,Sussex County ,History and Social Sciences,Male,64,74,72
91,Sussex County ,Mathematics,Male,55,57,65
91,Sussex County ,Science,Male,61,55,66
91,Sussex County ,English: Reading,Multiple Races,0,88,94
91,Sussex County ,English: Writing,Multiple Races,0,70,0
91,Sussex County ,History and Social Sciences,Multiple Races,0,0,100
91,Sussex County ,Mathematics,Multiple Races,73,67,78
91,Sussex County ,Science,Multiple Races,90,0,0
91,Sussex County ,English: Reading,Students with Disabilities,42,47,38
91,Sussex County ,English: Writing,Students with Disabilities,21,4,17
91,Sussex County ,History and Social Sciences,Students with Disabilities,29,41,44
91,Sussex County ,Mathematics,Students with Disabilities,37,40,41
91,Sussex County ,Science,Students with Disabilities,34,26,46
91,Sussex County ,English: Reading,White,73,76,72
91,Sussex County ,English: Writing,White,88,54,81
91,Sussex County ,History and Social Sciences,White,73,79,73
91,Sussex County ,Mathematics,White,66,67,74
91,Sussex County ,Science,White,80,73,69
92,Tazewell County ,English: Reading,All Students,80,82,82
92,Tazewell County ,English: Writing,All Students,77,77,88
92,Tazewell County ,History and Social Sciences,All Students,81,79,80
92,Tazewell County ,Mathematics,All Students,79,82,83
92,Tazewell County ,Science,All Students,71,74,76
92,Tazewell County ,English: Reading,Asian,0,85,0
92,Tazewell County ,English: Writing,Asian,0,0,0
92,Tazewell County ,History and Social Sciences,Asian,0,0,0
92,Tazewell County ,Mathematics,Asian,83,92,0
92,Tazewell County ,Science,Asian,0,0,0
92,Tazewell County ,English: Reading,Black,64,73,67
92,Tazewell County ,English: Writing,Black,50,63,0
92,Tazewell County ,History and Social Sciences,Black,71,49,67
92,Tazewell County ,Mathematics,Black,66,70,77
92,Tazewell County ,Science,Black,45,58,69
92,Tazewell County ,English: Reading,Economically Disadvantaged,74,77,76
92,Tazewell County ,English: Writing,Economically Disadvantaged,67,71,80
92,Tazewell County ,History and Social Sciences,Economically Disadvantaged,76,72,73
92,Tazewell County ,Mathematics,Economically Disadvantaged,73,77,78
92,Tazewell County ,Science,Economically Disadvantaged,64,68,70
92,Tazewell County ,English: Reading,English Learners,,0,0
92,Tazewell County ,History and Social Sciences,English Learners,,,0
92,Tazewell County ,Mathematics,English Learners,0,0,0
92,Tazewell County ,Science,English Learners,0,0,0
92,Tazewell County ,English: Reading,Female,81,84,84
92,Tazewell County ,English: Writing,Female,83,85,91
92,Tazewell County ,History and Social Sciences,Female,78,77,76
92,Tazewell County ,Mathematics,Female,80,82,84
92,Tazewell County ,Science,Female,70,73,77
92,Tazewell County ,English: Reading,Hispanic,61,73,68
92,Tazewell County ,English: Writing,Hispanic,0,80,0
92,Tazewell County ,History and Social Sciences,Hispanic,77,71,72
92,Tazewell County ,Mathematics,Hispanic,77,73,77
92,Tazewell County ,Science,Hispanic,70,85,56
92,Tazewell County ,English: Reading,Male,78,80,80
92,Tazewell County ,English: Writing,Male,70,69,84
92,Tazewell County ,History and Social Sciences,Male,84,80,82
92,Tazewell County ,Mathematics,Male,79,81,82
92,Tazewell County ,Science,Male,73,74,76
92,Tazewell County ,English: Reading,Multiple Races,76,73,76
92,Tazewell County ,English: Writing,Multiple Races,80,60,83
92,Tazewell County ,History and Social Sciences,Multiple Races,85,69,67
92,Tazewell County ,Mathematics,Multiple Races,75,73,81
92,Tazewell County ,Science,Multiple Races,65,76,73
92,Tazewell County ,English: Reading,Students with Disabilities,53,53,53
92,Tazewell County ,English: Writing,Students with Disabilities,34,24,24
92,Tazewell County ,History and Social Sciences,Students with Disabilities,51,50,53
92,Tazewell County ,Mathematics,Students with Disabilities,50,56,56
92,Tazewell County ,Science,Students with Disabilities,36,40,46
92,Tazewell County ,English: Reading,White,81,82,83
92,Tazewell County ,English: Writing,White,78,78,88
92,Tazewell County ,History and Social Sciences,White,82,80,81
92,Tazewell County ,Mathematics,White,80,83,83
92,Tazewell County ,Science,White,72,74,77
128,Virginia Beach City ,English: Reading,All Students,82,82,82
128,Virginia Beach City ,English: Writing,All Students,74,73,81
128,Virginia Beach City ,History and Social Sciences,All Students,74,73,73
128,Virginia Beach City ,Mathematics,All Students,76,77,78
128,Virginia Beach City ,Science,All Students,75,77,78
128,Virginia Beach City ,English: Reading,Asian,90,89,90
128,Virginia Beach City ,English: Writing,Asian,90,88,90
128,Virginia Beach City ,History and Social Sciences,Asian,88,91,90
128,Virginia Beach City ,Mathematics,Asian,90,91,91
128,Virginia Beach City ,Science,Asian,88,89,90
128,Virginia Beach City ,English: Reading,Black,68,67,66
128,Virginia Beach City ,English: Writing,Black,55,56,65
128,Virginia Beach City ,History and Social Sciences,Black,54,53,52
128,Virginia Beach City ,Mathematics,Black,59,60,62
128,Virginia Beach City ,Science,Black,52,56,58
